data,region_code,denominazione_region,hospitalized_with_symptoms,intensive_care,total_hospitalized,home_insulation,new_positives,resigned_healed
2020-08-24T17:00:00,16,Puglia,81,4,85,420,45,4010
2020-08-08T17:00:00,20,Sardegna,6,0,6,48,0,1245
2020-03-28T17:00:00,18,Calabria,107,22,129,394,61,11
2020-12-13T17:00:00,6,Friuli Venezia Giulia,655,60,715,13458,573,24683
2020-12-03T17:00:00,22,P.A. Trento,404,45,449,2083,239,13200
2020-05-09T17:00:00,12,Lazio,1277,82,1359,2986,47,2235
2020-07-25T17:00:00,7,Liguria,27,0,27,173,3,8381
2020-07-27T17:00:00,11,Marche,5,0,5,107,2,5728
2020-11-06T17:00:00,12,Lazio,2511,234,2745,43939,2699,12653
2020-11-28T17:00:00,5,Veneto,2654,309,2963,75609,3498,58756
2021-01-26T17:00:00,11,Marche,545,73,618,8130,291,42752
2020-04-12T17:00:00,11,Marche,949,114,1063,2051,92,1489
2020-08-23T17:00:00,16,Puglia,68,4,72,395,33,4003
2020-10-31T17:00:00,22,P.A. Trento,121,9,130,1795,390,6775
2020-09-26T17:00:00,9,Toscana,84,24,108,3219,110,9981
2020-07-18T17:00:00,9,Toscana,12,1,13,301,2,8915
2021-02-10T17:00:00,16,Puglia,1488,167,1655,45451,1063,80617
2021-02-01T17:00:00,21,P.A. Bolzano,233,34,267,4512,316,34829
2020-05-17T17:00:00,19,Sicilia,145,13,158,1397,6,1566
2021-02-14T17:00:00,7,Liguria,591,62,653,4362,274,65285
2020-10-16T17:00:00,16,Puglia,326,26,352,4321,313,5431
2020-04-14T17:00:00,7,Liguria,967,133,1100,2366,212,1549
2020-06-17T17:00:00,22,P.A. Trento,2,0,2,56,1,3926
2020-11-09T17:00:00,12,Lazio,2761,237,2998,50276,2153,13264
2020-06-17T17:00:00,20,Sardegna,11,0,11,20,1,1203
2020-08-11T17:00:00,19,Sicilia,44,6,50,488,89,2752
2020-08-20T17:00:00,7,Liguria,21,1,22,333,31,8636
2020-06-24T17:00:00,14,Molise,2,0,2,41,0,378
2020-10-27T17:00:00,15,Campania,1210,140,1350,31491,2761,9907
2020-04-27T17:00:00,15,Campania,541,37,578,2299,18,1120
2020-10-24T17:00:00,8,Emilia-Romagna,723,89,812,12830,1180,27343
2020-05-05T17:00:00,15,Campania,408,25,433,2097,20,1619
2020-02-27T18:00:00,6,Friuli Venezia Giulia,0,0,0,0,0,0
2020-10-18T17:00:00,21,P.A. Bolzano,67,7,74,1533,171,2919
2020-06-09T17:00:00,21,P.A. Bolzano,7,2,9,86,0,2217
2020-08-28T17:00:00,17,Basilicata,1,1,2,81,4,407
2021-02-03T17:00:00,3,Lombardia,3554,359,3913,43432,1738,467193
2021-01-16T17:00:00,13,Abruzzo,443,41,484,10802,196,26427
2020-08-28T17:00:00,20,Sardegna,23,2,25,597,55,1266
2020-08-25T17:00:00,1,Piemonte,79,6,85,1057,57,27155
2021-02-24T17:00:00,2,Valle d'Aosta,9,1,10,136,14,7435
2020-06-01T17:00:00,3,Lombardia,3085,167,3252,17609,50,52026
2020-05-01T17:00:00,21,P.A. Bolzano,112,11,123,634,10,1493
2020-07-13T17:00:00,13,Abruzzo,19,0,19,124,0,2719
2020-12-14T17:00:00,18,Calabria,346,21,367,8955,166,10244
2021-02-25T17:00:00,2,Valle d'Aosta,10,1,11,131,2,7441
2020-05-12T17:00:00,17,Basilicata,47,1,48,92,1,220
2020-08-25T17:00:00,5,Veneto,46,5,51,2068,119,17964
2020-10-20T17:00:00,5,Veneto,459,51,510,9746,490,24319
2020-12-26T17:00:00,11,Marche,412,64,476,9159,206,28359
2020-12-25T17:00:00,9,Toscana,843,166,1009,10260,613,103328
2020-05-04T17:00:00,20,Sardegna,91,9,100,553,-2,545
2020-12-31T17:00:00,16,Puglia,1490,129,1619,51383,1661,35490
2020-03-06T17:00:00,2,Valle d'Aosta,0,0,0,7,5,0
2020-11-03T17:00:00,11,Marche,374,53,427,6990,431,7160
2020-10-09T17:00:00,12,Lazio,853,57,910,8276,387,8983
2020-10-13T17:00:00,12,Lazio,896,83,979,9658,579,9238
2020-04-01T17:00:00,3,Lombardia,11927,1342,13269,12496,1565,11415
2020-10-10T17:00:00,18,Calabria,41,1,42,654,68,1457
2020-12-06T17:00:00,2,Valle d'Aosta,102,8,110,877,34,5406
2020-10-15T17:00:00,17,Basilicata,36,0,36,503,37,536
2020-06-20T17:00:00,16,Puglia,32,1,33,187,5,3765
2020-07-27T17:00:00,21,P.A. Bolzano,7,0,7,87,2,2314
2020-03-31T17:00:00,20,Sardegna,113,28,141,516,40,34
2020-04-10T17:00:00,14,Molise,28,4,32,161,9,37
2020-11-06T17:00:00,20,Sardegna,392,46,438,7248,359,3477
2020-10-25T17:00:00,7,Liguria,696,41,737,5299,657,15324
2020-12-15T17:00:00,13,Abruzzo,601,59,660,13807,100,16836
2020-09-10T17:00:00,10,Umbria,16,3,19,371,24,1521
2020-07-05T17:00:00,6,Friuli Venezia Giulia,7,0,7,66,0,2908
2020-04-03T17:00:00,2,Valle d'Aosta,85,25,110,450,51,89
2021-01-27T17:00:00,2,Valle d'Aosta,43,4,47,223,17,7092
2020-07-20T17:00:00,3,Lombardia,151,21,172,6969,56,71611
2020-07-12T17:00:00,8,Emilia-Romagna,93,10,103,1077,71,23491
2020-04-16T17:00:00,18,Calabria,157,9,166,681,38,90
2020-11-17T17:00:00,20,Sardegna,512,64,576,10208,502,4972
2020-10-20T17:00:00,3,Lombardia,1268,123,1391,24913,2023,87072
2020-07-14T17:00:00,5,Veneto,29,2,31,396,19,16952
2020-11-02T17:00:00,16,Puglia,705,88,793,11776,626,6619
2020-06-03T17:00:00,22,P.A. Trento,15,2,17,205,1,3748
2020-08-16T17:00:00,15,Campania,43,1,44,489,46,4305
2020-05-19T17:00:00,15,Campania,330,17,347,1171,12,2790
2020-12-23T17:00:00,14,Molise,53,7,60,2142,27,3791
2021-01-21T17:00:00,11,Marche,555,83,638,7436,500,41629
2020-10-25T17:00:00,10,Umbria,215,29,244,4151,463,2795
2020-02-28T18:00:00,11,Marche,3,2,5,1,3,0
2020-07-20T17:00:00,7,Liguria,28,0,28,157,12,8355
2020-04-06T17:00:00,9,Toscana,1116,279,1395,3906,154,350
2020-03-22T17:00:00,14,Molise,24,7,31,21,5,7
2020-09-21T17:00:00,22,P.A. Trento,13,0,13,545,2,4773
2021-01-03T17:00:00,7,Liguria,696,71,767,5020,221,52606
2020-03-29T17:00:00,20,Sardegna,105,23,128,454,14,29
2020-05-11T17:00:00,22,P.A. Trento,84,11,95,640,2,3119
2020-07-09T17:00:00,7,Liguria,34,1,35,243,4,8174
2021-02-24T17:00:00,17,Basilicata,82,5,87,3706,166,11041
2020-10-01T17:00:00,9,Toscana,106,22,128,3340,144,10338
2020-08-03T17:00:00,17,Basilicata,2,0,2,49,0,374
2020-04-06T17:00:00,10,Umbria,159,46,205,667,14,337
2020-09-16T17:00:00,7,Liguria,136,13,149,1174,73,9225
2020-03-25T17:00:00,22,P.A. Trento,308,65,373,685,112,90
2020-06-02T17:00:00,2,Valle d'Aosta,10,0,10,3,0,1031
2020-08-12T17:00:00,5,Veneto,33,6,39,1294,60,17376
2020-05-06T17:00:00,16,Puglia,365,36,401,2502,26,855
2020-10-12T17:00:00,1,Piemonte,457,22,479,4984,454,29314
2020-08-16T17:00:00,19,Sicilia,51,5,56,656,39,2769
2020-11-01T17:00:00,18,Calabria,161,13,174,3188,245,1831
2020-09-10T17:00:00,8,Emilia-Romagna,143,17,160,3451,110,24994
2021-01-03T17:00:00,15,Campania,1362,98,1460,76365,619,111682
2020-09-25T17:00:00,13,Abruzzo,58,5,63,754,51,3023
2021-01-30T17:00:00,14,Molise,54,8,62,1053,83,6879
2020-12-21T17:00:00,8,Emilia-Romagna,2914,203,3117,58937,1594,88011
2020-03-13T17:00:00,20,Sardegna,12,0,12,31,4,0
2020-03-29T17:00:00,13,Abruzzo,329,68,397,772,160,36
2020-07-29T17:00:00,9,Toscana,15,0,15,365,17,8944
2020-12-18T17:00:00,14,Molise,57,9,66,2669,73,3016
2020-09-19T17:00:00,3,Lombardia,271,36,307,8628,243,78695
2020-03-23T17:00:00,18,Calabria,82,20,102,178,19,5
2020-09-09T17:00:00,1,Piemonte,100,9,109,1755,112,27431
2020-06-16T17:00:00,10,Umbria,8,1,9,9,1,1342
2020-05-04T17:00:00,18,Calabria,93,4,97,577,4,356
2020-05-24T17:00:00,22,P.A. Trento,27,4,31,504,9,3412
2021-02-24T17:00:00,9,Toscana,842,163,1005,14400,857,131409
2020-04-14T17:00:00,15,Campania,618,82,700,2394,99,415
2020-05-16T17:00:00,6,Friuli Venezia Giulia,79,3,82,598,8,2184
2021-02-14T17:00:00,21,P.A. Bolzano,255,40,295,8063,395,39271
2021-01-22T17:00:00,6,Friuli Venezia Giulia,669,61,730,11360,452,48858
2020-08-01T17:00:00,1,Piemonte,96,5,101,700,16,26753
2020-06-01T17:00:00,17,Basilicata,4,0,4,24,0,344
2021-02-28T17:00:00,14,Molise,95,17,112,1664,144,8564
2020-11-07T17:00:00,20,Sardegna,390,56,446,7625,425,3513
2020-11-11T17:00:00,10,Umbria,359,68,427,9907,515,5701
2021-01-29T17:00:00,10,Umbria,349,53,402,5075,335,29285
2020-05-30T17:00:00,14,Molise,3,2,5,151,0,258
2021-02-19T17:00:00,14,Molise,80,11,91,1592,114,7904
2020-07-06T17:00:00,15,Campania,42,0,42,185,27,4087
2020-03-08T18:00:00,18,Calabria,5,0,5,4,5,0
2020-04-16T17:00:00,1,Piemonte,3418,346,3764,10019,879,3231
2020-07-04T17:00:00,11,Marche,5,0,5,198,0,5599
2021-01-20T17:00:00,21,P.A. Bolzano,218,30,248,12284,441,21205
2020-11-05T17:00:00,19,Sicilia,1147,157,1304,17222,1322,8282
2020-03-13T17:00:00,21,P.A. Bolzano,20,5,25,98,21,0
2021-01-13T17:00:00,9,Toscana,738,140,878,7948,507,113398
2020-05-09T17:00:00,17,Basilicata,45,1,46,99,0,210
2021-01-27T17:00:00,22,P.A. Trento,201,35,236,1832,242,23437
2021-02-26T17:00:00,2,Valle d'Aosta,8,1,9,132,13,7455
2020-09-18T17:00:00,15,Campania,318,20,338,4127,208,5020
2020-08-27T17:00:00,9,Toscana,43,5,48,1225,99,9100
2020-11-03T17:00:00,20,Sardegna,337,45,382,6526,302,3309
2020-08-27T17:00:00,11,Marche,8,0,8,275,61,5924
2020-02-27T18:00:00,8,Emilia-Romagna,36,6,42,54,50,0
2020-02-26T18:00:00,20,Sardegna,0,0,0,0,0,0
2020-03-05T17:00:00,16,Puglia,5,1,6,6,5,1
2020-08-19T17:00:00,12,Lazio,229,6,235,1194,75,6996
2020-07-21T17:00:00,15,Campania,33,1,34,263,6,4108
2020-04-19T17:00:00,20,Sardegna,117,22,139,725,17,265
2020-10-28T17:00:00,5,Veneto,708,90,798,20802,2143,25180
2020-12-15T17:00:00,22,P.A. Trento,412,53,465,2242,377,15344
2020-03-11T17:00:00,5,Veneto,262,68,330,610,167,54
2020-05-27T17:00:00,7,Liguria,205,14,219,1050,39,6882
2021-01-02T17:00:00,15,Campania,1355,99,1454,76561,392,110891
2020-05-25T17:00:00,22,P.A. Trento,27,4,31,486,1,3430
2021-02-18T17:00:00,20,Sardegna,295,25,320,13182,100,25940
2020-07-11T17:00:00,21,P.A. Bolzano,6,0,6,76,3,2287
2020-12-17T17:00:00,16,Puglia,1474,179,1653,50963,1073,22396
2020-07-01T17:00:00,3,Lombardia,277,41,318,9620,109,67422
2021-02-02T17:00:00,6,Friuli Venezia Giulia,579,61,640,10586,258,54251
2020-03-04T17:00:00,1,Piemonte,26,13,39,43,26,0
2021-02-01T17:00:00,8,Emilia-Romagna,2181,207,2388,44219,1051,163585
2020-07-07T17:00:00,6,Friuli Venezia Giulia,7,0,7,65,1,2910
2020-08-22T17:00:00,20,Sardegna,14,0,14,243,44,1262
2020-05-18T17:00:00,17,Basilicata,29,1,30,63,0,272
2020-07-02T17:00:00,11,Marche,8,0,8,230,3,5564
2020-12-15T17:00:00,11,Marche,467,78,545,11345,228,21882
2020-12-19T17:00:00,16,Puglia,1432,177,1609,51780,1382,24263
2021-02-27T17:00:00,1,Piemonte,1956,166,2122,13521,1188,221224
2020-06-08T17:00:00,12,Lazio,466,49,515,2100,16,4450
2020-07-29T17:00:00,3,Lombardia,154,13,167,6396,46,72689
2020-11-25T17:00:00,1,Piemonte,5095,403,5498,72423,2878,72529
2020-11-19T17:00:00,16,Puglia,1324,200,1524,26976,1263,9734
2020-12-18T17:00:00,3,Lombardia,4656,602,5258,62952,2744,363044
2020-05-12T17:00:00,21,P.A. Bolzano,56,7,63,374,0,1845
2020-09-06T17:00:00,7,Liguria,62,9,71,697,111,8949
2020-04-23T17:00:00,5,Veneto,1189,140,1329,8596,143,5750
2020-10-18T17:00:00,3,Lombardia,1065,110,1175,22119,2975,86397
2021-02-07T17:00:00,18,Calabria,233,26,259,7544,127,25764
2020-06-03T17:00:00,3,Lombardia,2995,131,3126,17098,237,53046
2021-02-04T17:00:00,21,P.A. Bolzano,249,35,284,5607,747,35744
2020-10-10T17:00:00,6,Friuli Venezia Giulia,23,6,29,1215,126,3817
2020-10-10T17:00:00,7,Liguria,222,26,248,2198,213,10820
2020-11-13T17:00:00,20,Sardegna,472,57,529,9164,623,4411
2021-02-20T17:00:00,20,Sardegna,277,29,306,12974,73,26266
2020-04-13T17:00:00,6,Friuli Venezia Giulia,159,30,189,1118,51,973
2021-02-04T17:00:00,8,Emilia-Romagna,2046,188,2234,41575,1192,169281
2020-11-17T17:00:00,3,Lombardia,8151,894,9045,147522,8448,157121
2021-01-19T17:00:00,3,Lombardia,3619,425,4044,49417,930,436485
2020-11-29T17:00:00,14,Molise,61,13,74,2571,114,1864
2020-10-26T17:00:00,15,Campania,1191,123,1314,29361,1981,9332
2020-12-11T17:00:00,16,Puglia,1595,187,1782,48209,1813,18460
2020-07-14T17:00:00,19,Sicilia,4,0,4,133,15,2695
2020-09-25T17:00:00,11,Marche,22,2,24,697,33,6140
2020-07-17T17:00:00,18,Calabria,6,0,6,63,5,1065
2020-04-08T17:00:00,9,Toscana,1066,260,1326,4231,206,430
2020-03-11T17:00:00,16,Puglia,38,4,42,29,18,1
2020-08-02T17:00:00,18,Calabria,5,1,6,92,1,1075
2020-09-08T17:00:00,2,Valle d'Aosta,2,0,2,37,5,1069
2020-08-27T17:00:00,2,Valle d'Aosta,0,0,0,13,1,1065
2020-05-15T17:00:00,19,Sicilia,198,11,209,1551,8,1351
2020-08-25T17:00:00,16,Puglia,88,4,92,456,49,4016
2020-12-20T17:00:00,9,Toscana,963,187,1150,11656,483,99538
2020-06-30T17:00:00,18,Calabria,4,0,4,23,1,1057
2020-11-20T17:00:00,8,Emilia-Romagna,2534,244,2778,60156,2533,32145
2020-10-08T17:00:00,1,Piemonte,311,16,327,3652,336,29043
2020-06-29T17:00:00,14,Molise,0,0,0,26,0,396
2020-05-19T17:00:00,11,Marche,144,17,161,1967,-3,3561
2020-09-17T17:00:00,12,Lazio,492,16,508,4775,181,7617
2020-05-12T17:00:00,16,Puglia,334,31,365,2056,10,1460
2020-11-18T17:00:00,9,Toscana,1805,282,2087,52023,2508,30573
2020-11-23T17:00:00,18,Calabria,435,47,482,9664,321,3832
2020-09-03T17:00:00,20,Sardegna,35,6,41,905,39,1274
2020-05-20T17:00:00,20,Sardegna,68,10,78,253,1,898
2020-04-19T17:00:00,22,P.A. Trento,278,41,319,1652,101,1201
2021-01-08T17:00:00,6,Friuli Venezia Giulia,671,64,735,11841,633,40138
2020-03-20T17:00:00,1,Piemonte,1541,280,1821,1423,529,8
2020-03-08T18:00:00,10,Umbria,2,2,4,22,2,0
2020-10-23T17:00:00,13,Abruzzo,228,16,244,3285,234,3293
2020-04-02T17:00:00,22,P.A. Trento,339,78,417,1170,133,229
2020-08-17T17:00:00,19,Sicilia,54,6,60,658,14,2776
2021-02-13T17:00:00,21,P.A. Bolzano,244,37,281,8130,611,38831
2020-10-30T17:00:00,11,Marche,262,39,301,5340,524,6965
2020-08-14T17:00:00,9,Toscana,12,3,15,589,26,9020
2021-01-12T17:00:00,5,Veneto,2596,359,2955,81770,2134,197517
2020-05-24T17:00:00,10,Umbria,15,2,17,36,0,1302
2020-05-16T17:00:00,8,Emilia-Romagna,740,112,852,5000,72,17370
2020-12-21T17:00:00,6,Friuli Venezia Giulia,607,56,663,12584,244,30744
2020-06-09T17:00:00,2,Valle d'Aosta,7,0,7,1,0,1039
2020-05-08T17:00:00,14,Molise,6,0,6,178,22,121
2020-09-25T17:00:00,21,P.A. Bolzano,20,1,21,493,52,2632
2020-04-10T17:00:00,11,Marche,925,127,1052,2264,129,1086
2020-09-19T17:00:00,2,Valle d'Aosta,6,0,6,42,0,1082
2020-09-19T17:00:00,21,P.A. Bolzano,15,2,17,388,26,2584
2020-08-19T17:00:00,11,Marche,13,1,14,193,7,5871
2020-04-24T17:00:00,20,Sardegna,95,19,114,690,3,351
2020-10-16T17:00:00,8,Emilia-Romagna,404,61,465,7568,544,27155
2020-09-22T17:00:00,22,P.A. Trento,13,0,13,535,25,4808
2020-09-08T17:00:00,3,Lombardia,248,27,275,7946,271,76976
2020-07-01T17:00:00,21,P.A. Bolzano,3,1,4,80,3,2266
2020-12-18T17:00:00,5,Veneto,2687,339,3026,94988,4211,105938
2020-10-06T17:00:00,21,P.A. Bolzano,21,0,21,609,17,2757
2020-04-19T17:00:00,21,P.A. Bolzano,162,23,185,1381,55,569
2020-05-02T17:00:00,15,Campania,470,27,497,2224,15,1376
2020-07-04T17:00:00,5,Veneto,16,1,17,371,4,16907
2020-05-20T17:00:00,8,Emilia-Romagna,626,96,722,4376,50,18258
2020-09-22T17:00:00,3,Lombardia,294,34,328,8699,182,79078
2020-06-09T17:00:00,6,Friuli Venezia Giulia,21,2,23,105,0,2816
2020-05-05T17:00:00,8,Emilia-Romagna,1917,191,2108,6573,100,13889
2020-04-10T17:00:00,13,Abruzzo,305,53,358,1277,83,181
2020-08-28T17:00:00,2,Valle d'Aosta,1,0,1,14,2,1065
2020-11-05T17:00:00,14,Molise,27,7,34,1301,107,746
2021-01-14T17:00:00,16,Puglia,1387,162,1549,53986,1524,47788
2020-05-11T17:00:00,14,Molise,11,0,11,218,13,132
2020-05-16T17:00:00,13,Abruzzo,195,7,202,1221,30,1372
2020-05-29T17:00:00,9,Toscana,111,31,142,1113,2,7802
